Train_Time_sec,CV_Mean_Accuracy,CV_Std,Test_Accuracy,Test_F1,Test_AUC,Test_MCC,Test_Sensitivity,Test_Specificity
12.223360776901245,0.9999324556181346,2.1976161823414218e-05,0.9999451814494025,0.9999453875459672,0.99806093983466,0.9849346765852995,0.9999588117180662,0.9924098671726755
