Train_Time_sec,CV_Mean_Accuracy,CV_Std,Test_Accuracy,Test_F1,Test_AUC,Test_MCC,Test_Sensitivity,Test_Specificity
102.0795350074768,0.9968725854780438,0.00029262114992232365,0.9966223964305819,0.9967429558124219,0.9998167592515259,0.9250064854307761,0.9969689315483709,0.9966150947613801
